timestamp,label,sensor_88,sensor_115
2008-08-04 17:11:00,-1,1831.0923,806.075
2008-08-04 17:46:00,-1,1769.3696,631.7283
2008-08-04 18:24:00,-1,1789.4793,771.9225
2008-08-04 19:58:00,-1,1832.5502,822.519
2008-08-04 20:32:00,-1,1884.6219,792.3948
2008-08-04 20:58:00,1,1805.2925,781.5414
2008-08-04 21:43:00,-1,1849.31,758.1528
2008-08-04 22:51:00,-1,1851.4578,764.1613
2008-08-04 23:33:00,-1,1859.3656,787.6015
2008-08-05 00:04:00,-1,1747.538,711.8674
2008-08-05 01:12:00,-1,1853.9026,806.2008
2008-08-05 02:15:00,-1,1686.76,680.0452
2008-08-05 02:36:00,-1,1807.8376,759.0628
2008-08-05 02:45:00,-1,1839.6873,712.1443
2008-08-05 03:17:00,-1,1732.4919,776.2969
2008-08-05 03:36:00,-1,1839.6873,717.0246
2008-08-05 03:54:00,-1,1894.2798,756.9467
2008-08-05 04:32:00,-1,1799.6569,682.8184
2008-08-05 04:35:00,-1,1829.0059,758.1489
2008-08-05 05:11:00,-1,1840.4916,703.4418
2008-08-05 06:10:00,-1,1769.2292,794.5335
2008-08-05 06:11:00,-1,1799.6569,703.1421
2008-08-05 06:21:00,-1,1778.933,837.1784
2008-08-05 07:12:00,-1,1728.4036,790.9846
2008-08-05 07:12:00,1,1787.9799,725.5646
2008-08-05 07:48:00,-1,1780.9914,727.9479
2008-08-05 08:50:00,-1,1825.8466,719.0445
2008-08-05 09:48:00,-1,1879.8917,759.3098
2008-08-05 14:17:00,-1,1790.8771,737.8589
2008-08-05 14:45:00,-1,1805.8033,871.2042
2008-08-05 15:45:00,-1,1781.2788,806.0594
2008-08-05 20:04:00,-1,1752.2363,738.8354
2008-08-05 21:07:00,-1,1851.4578,767.9018
2008-08-05 21:22:00,-1,1856.3238,816.0562
2008-08-05 23:02:00,-1,1883.8012,746.198
2008-08-05 23:06:00,-1,1851.4578,759.1619
2008-08-05 23:38:00,-1,1861.5607,744.2175
2008-08-06 00:04:00,-1,1840.4916,718.4797
2008-08-06 02:20:00,-1,1825.4156,724.9895
2008-08-06 03:22:00,-1,1805.8033,913.7342
2008-08-06 05:40:00,1,1761.9102,699.5907
2008-08-06 09:56:00,-1,1765.7697,763.7677
2008-08-06 09:57:00,-1,1838.962,757.9842
2008-08-06 12:33:00,-1,1853.1865,753.0848
2008-08-06 13:35:00,-1,1871.286,739.4041
2008-08-06 17:35:00,-1,1849.4837,717.1922
2008-08-06 18:00:00,-1,1839.6873,742.1122
2008-08-06 18:34:00,-1,1881.9657,756.0871
2008-08-06 19:13:00,-1,1798.3583,771.7988
2008-08-06 19:24:00,-1,1736.023,779.7311
2008-08-06 20:00:00,-1,1758.887,777.1834
2008-08-06 20:17:00,-1,1791.6509,750.6253
2008-08-06 21:15:00,-1,1792.7109,703.8649
2008-08-06 22:27:00,-1,1790.9915,779.8
2008-08-06 23:40:00,-1,1720.2934,610.7754
2008-08-06 23:45:00,-1,1744.9379,741.6048
2008-08-07 00:51:00,-1,1862.9489,762.1004
2008-08-07 07:30:00,-1,1780.9914,697.5983
2008-08-07 08:21:00,-1,1773.4197,732.1565
2008-08-07 08:45:00,-1,1853.4161,776.9291
2008-08-07 08:55:00,-1,1817.7872,739.8998
2008-08-07 10:12:00,-1,1822.5785,781.0648
2008-08-07 11:10:00,-1,1710.6147,687.4476
2008-08-07 11:40:00,1,1832.1146,738.6785
2008-08-08 04:55:00,-1,1861.4446,792.7484
2008-08-08 07:26:00,-1,1786.5706,642.7469
2008-08-08 08:44:00,1,1881.9657,743.4139
2008-08-08 12:37:00,1,1802.995,786.0266
2008-08-08 20:21:00,-1,1833.091,766.1571
2008-08-08 21:22:00,-1,1848.3966,728.7669
2008-08-08 21:53:00,-1,1838.6787,793.5619
2008-08-08 22:06:00,-1,1712.9528,706.4036
2008-08-08 22:25:00,-1,1685.8514,777.0694
2008-08-09 02:15:00,-1,1824.7066,803.7863
2008-08-09 02:37:00,-1,1801.5735,754.8288
2008-08-09 06:05:00,-1,1795.1792,722.5893
2008-08-09 09:16:00,1,1791.5292,738.8106
2008-08-09 09:22:00,-1,1858.0592,739.9606
2008-08-09 11:42:00,1,1765.5097,665.0964
2008-08-09 17:34:00,-1,1787.9799,752.2854
2008-08-09 19:03:00,-1,1778.933,800.7777
2008-08-09 20:04:00,-1,1828.5711,786.9781
2008-08-09 21:07:00,-1,1742.8618,753.5002
2008-08-09 22:15:00,-1,1799.6903,752.1419
2008-08-09 22:37:00,-1,1780.9914,768.111
2008-08-09 23:17:00,-1,1846.5282,788.2239
2008-08-09 23:34:00,-1,1790.9915,796.9036
2008-08-10 00:09:00,-1,1797.7321,793.3551
2008-08-10 00:46:00,-1,1854.9557,804.8687
2008-08-10 06:00:00,1,1767.801,664.1478
2008-08-10 06:41:00,-1,1846.5282,764.0386
2008-08-10 07:01:00,1,1843.7237,757.6615
2008-08-10 11:16:00,-1,1832.2865,750.9807
2008-08-10 11:49:00,-1,1854.9557,823.9463
2008-08-10 12:22:00,-1,1749.9655,809.4251
2008-08-10 15:59:00,1,1859.3656,744.9208
2008-08-10 19:07:00,-1,1697.3016,725.5256
2008-08-10 20:07:00,1,1829.0059,744.4078
2008-08-10 22:26:00,1,1836.552,705.2311
2008-08-11 03:06:00,-1,1761.9102,752.3592
2008-08-11 04:09:00,-1,1763.0268,785.8987
2008-08-11 05:15:00,-1,1810.9804,849.7613
2008-08-11 11:35:00,-1,1702.088,800.7351
2008-08-11 12:38:00,-1,1831.0923,733.3636
2008-08-12 04:23:00,-1,1794.519,759.1379
2008-08-12 06:16:00,-1,1838.6787,832.3449
2008-08-12 10:54:00,-1,1786.3082,780.9308
2008-08-12 11:29:00,-1,1854.6326,659.6154
2008-08-12 12:04:00,-1,1816.0286,920.359
2008-08-13 02:48:00,-1,1858.0592,736.7044
2008-08-15 03:26:00,-1,1883.8012,753.7949
2008-08-15 04:14:00,-1,1793.7857,794.8422
2008-08-15 05:13:00,-1,1812.6325,810.9034
2008-08-15 09:38:00,-1,1886.8436,775.285
2008-08-15 10:14:00,-1,1830.7801,725.8186
2008-08-15 11:42:00,-1,1846.5844,816.6838
2008-08-15 18:19:00,-1,1787.3023,705.7114
2008-08-15 19:19:00,-1,1722.3379,802.1254
2008-08-15 20:00:00,-1,1792.1586,727.6978
2008-08-15 20:03:00,-1,1821.7649,728.9824
2008-08-15 23:31:00,-1,1774.9142,815.659
2008-08-16 02:21:00,-1,1852.5078,721.4109
2008-08-16 05:47:00,-1,1880.0826,736.1205
2008-08-16 06:52:00,-1,1803.6909,743.8116
2008-08-16 07:33:00,-1,1832.5502,832.1991
2008-08-16 08:39:00,-1,1797.7321,668.8231
2008-08-16 08:41:00,-1,1779.2903,693.6673
2008-08-16 09:44:00,1,1795.1792,656.0378
2008-08-16 13:51:00,-1,1887.7862,782.4293
2008-08-16 14:30:00,-1,1792.727,813.8807
2008-08-16 15:16:00,-1,1827.9181,751.0438
2008-08-16 15:19:00,1,1801.128,746.2591
2008-08-16 23:48:00,-1,1842.4701,738.9962
2008-08-17 00:52:00,-1,1786.6951,774.7865
2008-08-17 01:53:00,-1,1854.9557,630.0971
2008-08-17 03:17:00,-1,1801.128,641.8758
2008-08-17 03:18:00,-1,1757.5277,726.0543
2008-08-17 03:46:00,-1,1812.2783,635.5314
2008-08-17 04:19:00,-1,1832.4027,707.0493
2008-08-17 05:21:00,-1,1744.9379,740.1573
2008-08-17 12:16:00,1,1844.4508,728.1562
2008-08-17 13:34:00,-1,1887.9633,748.049
2008-08-17 14:21:00,-1,1913.8017,780.9182
2008-08-17 15:25:00,-1,1852.0592,677.3252
2008-08-17 21:26:00,1,1833.2007,719.1702
2008-08-17 22:03:00,1,1830.5433,625.3523
2008-08-17 22:21:00,-1,1854.7794,728.7467
2008-08-17 23:04:00,1,1881.5296,776.46
2008-08-17 23:20:00,-1,1794.4239,751.9979
2008-08-17 23:55:00,1,1794.9025,695.2041
2008-08-18 00:02:00,1,1836.6503,690.0066
2008-08-18 00:20:00,-1,1800.4917,767.9245
2008-08-18 01:23:00,1,1795.2952,914.8248
2008-08-18 04:01:00,1,1834.4234,755.8564
2008-08-18 04:12:00,-1,1777.2005,687.3775
2008-08-18 04:35:00,-1,1773.9976,795.6297
2008-08-18 05:03:00,-1,1816.785,791.1522
2008-08-18 05:25:00,-1,1862.8531,773.7631
2008-08-18 06:07:00,-1,1863.9632,647.8381
2008-08-18 06:11:00,-1,1840.2843,658.8925
2008-08-18 06:26:00,-1,1836.552,720.0469
2008-08-18 07:11:00,-1,1797.7321,690.4501
2008-08-18 07:23:00,-1,1858.0592,702.2514
2008-08-18 07:29:00,-1,1828.5711,801.634
2008-08-18 08:18:00,-1,1819.8672,748.6378
2008-08-18 08:31:00,-1,1733.5523,704.8514
2008-08-18 10:13:00,-1,1858.0592,744.2076
2008-08-18 11:04:00,-1,1853.8926,825.7933
2008-08-18 12:00:00,-1,1831.864,816.0923
2008-08-18 12:06:00,-1,1786.6951,725.3973
2008-08-18 12:22:00,-1,1778.8166,667.6864
2008-08-18 12:49:00,-1,1832.4027,766.4387
2008-08-18 13:07:00,-1,1798.3583,702.0433
2008-08-18 14:01:00,-1,1864.3441,749.2668
2008-08-18 14:04:00,-1,1862.9489,729.943
2008-08-18 14:45:00,-1,1787.3023,768.202
2008-08-18 15:00:00,-1,1874.2109,728.7793
2008-08-18 15:26:00,-1,1797.7321,770.5694
2008-08-18 15:30:00,-1,1871.8602,768.9381
2008-08-18 15:33:00,-1,1822.7499,770.8132
2008-08-18 15:41:00,-1,1842.5068,809.4099
2008-08-18 16:19:00,-1,1763.6142,746.8328
2008-08-18 17:13:00,1,1802.8347,725.4545
2008-08-18 17:16:00,-1,1831.864,788.5671
2008-08-18 17:37:00,-1,1829.6212,771.871
2008-08-18 19:24:00,-1,1914.049,810.9578
2008-08-18 19:54:00,1,1847.4067,778.2324
2008-08-18 23:00:00,-1,1811.1446,786.8812
2008-08-18 23:03:00,-1,1759.6049,762.7615
2008-08-18 23:47:00,-1,1856.2581,774.8513
2008-08-19 01:10:00,-1,1893.0435,786.4948
2008-08-19 03:59:00,1,1810.6216,749.1421
2008-08-19 04:58:00,-1,1864.3441,735.2971
2008-08-19 05:09:00,-1,1901.2027,746.2861
2008-08-19 05:11:00,-1,1772.3676,625.935
2008-08-19 05:11:00,-1,1833.0548,752.0224
2008-08-19 05:40:00,-1,1852.4962,708.643
2008-08-19 05:41:00,-1,1773.857,742.3699
2008-08-19 05:53:00,-1,1769.1164,743.0542
2008-08-19 05:54:00,-1,1832.2865,786.7626
2008-08-19 05:56:00,1,1789.3866,613.4093
2008-08-19 06:24:00,-1,1843.9226,800.216
2008-08-19 07:43:00,-1,1738.2694,751.0128
2008-08-19 07:58:00,1,1863.0963,733.0903
2008-08-19 08:01:00,-1,1801.128,647.8563
2008-08-19 08:07:00,-1,1741.3956,761.4397
2008-08-19 08:33:00,-1,1877.7071,754.2908
2008-08-19 09:04:00,-1,1861.5607,716.8627
2008-08-19 09:05:00,-1,1816.5639,776.1043
2008-08-19 10:46:00,-1,1795.2952,780.5374
2008-08-19 11:11:00,-1,1769.1164,753.3314
2008-08-19 11:13:00,-1,1843.2651,756.1506
2008-08-19 11:13:00,-1,1875.3806,747.5515
2008-08-19 11:28:00,-1,1853.4853,734.3476
2008-08-19 11:44:00,-1,1904.1287,774.8408
2008-08-19 11:46:00,-1,1801.9478,776.0144
2008-08-19 11:57:00,-1,1861.5607,707.5662
2008-08-19 11:58:00,-1,1807.54,746.688
2008-08-19 12:30:00,-1,1940.215,760.8487
2008-08-19 15:33:00,-1,1783.6993,789.4391
2008-08-19 18:12:00,-1,1804.06,800.2382
2008-08-19 18:12:00,-1,1801.1735,747.4482
2008-08-19 18:30:00,-1,1820.0498,601.5894
2008-08-19 18:30:00,-1,1878.9894,685.9185
2008-08-19 19:38:00,-1,1892.1915,672.031
2008-08-19 20:53:00,-1,1814.3406,675.0017
2008-08-20 00:05:00,-1,1733.5523,712.2911
2008-08-20 01:33:00,-1,1841.8206,704.1989
2008-08-20 01:42:00,-1,2105.1823,868.6257
2008-08-20 02:13:00,-1,1770.9701,752.4133
2008-08-20 02:27:00,1,1792.3103,761.6652
2008-08-20 03:00:00,-1,1829.6212,730.9466
2008-08-20 03:12:00,1,1759.3842,773.9955
2008-08-20 06:36:00,-1,1823.4729,794.5278
2008-08-20 07:12:00,-1,1800.7005,741.9916
2008-08-20 08:40:00,1,1881.7384,751.7362
2008-08-20 09:17:00,1,1763.6142,740.0678
2008-08-20 10:26:00,-1,1772.3676,670.0627
2008-08-20 16:08:00,-1,1791.4529,747.1268
2008-08-20 16:16:00,-1,1776.3857,670.2623
2008-08-20 17:09:00,-1,1822.3337,769.1686
2008-08-20 17:35:00,-1,1870.1893,777.9122
2008-08-20 17:36:00,-1,1840.7873,752.795
2008-08-20 18:29:00,-1,1770.9701,818.3615
2008-08-20 18:35:00,-1,1808.7772,695.9574
2008-08-20 19:20:00,1,1757.8129,739.4489
2008-08-20 20:19:00,-1,1867.7871,724.4984
2008-08-20 21:33:00,-1,1788.576,658.0961
2008-08-20 21:41:00,-1,1867.7871,764.8125
2008-08-20 21:58:00,-1,1826.1601,715.9586
2008-08-20 22:13:00,-1,1855.3454,793.6935
2008-08-20 22:45:00,-1,1797.7321,694.1121
2008-08-20 23:18:00,-1,1872.0824,773.6529
2008-08-20 23:43:00,1,1855.7416,754.4612
2008-08-21 02:11:00,-1,1881.3592,714.0343
2008-08-21 02:46:00,-1,1827.9181,779.0129
2008-08-21 04:22:00,-1,1793.9021,820.6605
2008-08-21 04:29:00,-1,1831.9564,791.1463
2008-08-21 05:06:00,-1,1772.3676,628.0099
2008-08-21 05:15:00,-1,1772.2888,799.4221
2008-08-21 06:10:00,1,1871.0413,707.6926
2008-08-21 11:22:00,-1,1815.6927,750.4614
2008-08-21 12:00:00,-1,1794.9813,757.0225
2008-08-21 12:31:00,-1,1817.9758,701.5096
2008-08-21 12:33:00,-1,1872.0824,679.4609
2008-08-21 12:43:00,-1,1747.5658,800.7803
2008-08-21 12:52:00,-1,1781.1753,752.4658
2008-08-21 13:11:00,-1,1710.6147,714.2343
2008-08-21 13:19:00,-1,1831.9564,810.4349
2008-08-21 13:29:00,-1,1775.7413,721.0646
2008-08-21 13:45:00,-1,1850.6233,822.4179
2008-08-21 14:47:00,-1,1810.3829,705.2765
2008-08-21 15:05:00,-1,1753.3566,745.0055
2008-08-21 15:06:00,-1,1920.1314,802.4359
2008-08-21 15:32:00,-1,1844.9576,763.4808
2008-08-21 15:48:00,-1,1877.7071,750.8614
2008-08-21 15:50:00,-1,1801.5735,613.1991
2008-08-21 16:19:00,1,1803.9505,654.6793
2008-08-21 16:36:00,-1,1845.7874,747.146
2008-08-21 17:25:00,-1,1831.9564,820.13
2008-08-21 17:44:00,-1,1878.6376,544.0254
2008-08-21 18:04:00,-1,1807.7849,761.2294
2008-08-21 18:05:00,1,1873.5524,809.5983
2008-08-21 18:39:00,-1,1842.4701,704.7627
2008-08-21 18:53:00,-1,1841.8206,742.2977
2008-08-21 19:12:00,-1,1814.4731,765.6185
2008-08-21 19:12:00,-1,1831.3997,698.0778
2008-08-21 19:46:00,-1,1880.0594,598.8947
2008-08-21 20:19:00,-1,1775.56,699.3262
2008-08-21 20:21:00,-1,1650.2713,646.9475
2008-08-21 20:37:00,-1,1686.5083,640.2048
2008-08-21 21:32:00,-1,1811.5779,784.3665
2008-08-21 22:25:00,-1,1743.2584,830.036
2008-08-21 22:41:00,-1,1920.1314,766.7401
2008-08-21 23:08:00,-1,1777.2005,761.0178
2008-08-21 23:27:00,-1,1920.1314,743.3225
2008-08-21 23:53:00,-1,1796.8323,709.7159
2008-08-21 23:57:00,-1,1686.5083,768.6071
2008-08-22 00:43:00,-1,1787.3023,629.6115
2008-08-22 00:44:00,-1,1850.8192,706.682
2008-08-22 00:47:00,-1,1825.2832,730.4042
2008-08-22 01:04:00,1,1850.6233,750.6866
2008-08-22 01:26:00,-1,1902.0905,748.6161
2008-08-22 01:27:00,-1,1827.6397,805.3742
2008-08-22 01:54:00,-1,1831.864,839.7342
2008-08-22 02:01:00,-1,1843.2651,729.0898
2008-08-22 02:25:00,-1,1790.9413,749.6684
2008-08-22 02:52:00,-1,1759.3842,728.1346
2008-08-22 03:18:00,-1,1763.4672,771.3742
2008-08-22 03:58:00,-1,1800.4917,751.5454
2008-08-22 04:40:00,-1,1870.7982,717.1551
2008-08-22 04:57:00,-1,1886.5896,625.3835
2008-08-22 05:21:00,-1,1742.8618,736.043
2008-08-22 05:31:00,-1,1931.6464,581.2285
2008-08-22 05:32:00,-1,1877.7071,763.2926
2008-08-22 06:00:00,1,1881.9657,761.2689
2008-08-22 07:04:00,-1,1783.0385,748.3036
2008-08-22 07:17:00,-1,1822.7499,753.4158
2008-08-22 07:27:00,-1,1807.1352,805.4147
2008-08-22 09:29:00,-1,1642.5266,598.2087
2008-08-22 09:29:00,-1,1795.6262,794.1723
2008-08-22 10:01:00,-1,1854.6093,764.7068
2008-08-22 10:18:00,-1,1831.864,821.7003
2008-08-22 10:47:00,-1,1777.7633,778.5873
2008-08-22 11:32:00,-1,1812.6245,699.0406
2008-08-22 12:13:00,-1,1840.2756,796.9965
2008-08-22 12:37:00,-1,1693.5643,684.9116
2008-08-22 12:42:00,-1,1660.6167,608.9453
2008-08-22 13:22:00,-1,1774.8359,774.4805
2008-08-22 14:45:00,-1,1801.8521,810.6502
2008-08-22 15:25:00,-1,1710.6147,673.1633
2008-08-22 15:39:00,-1,1837.1822,743.8595
2008-08-22 15:54:00,-1,1841.8206,710.8998
2008-08-22 19:14:00,1,1815.6927,740.1718
2008-08-22 23:46:00,-1,1780.6717,733.3834
2008-08-22 23:47:00,-1,1807.7849,751.8475
2008-08-22 23:49:00,-1,1811.5779,761.0258
2008-08-22 23:56:00,-1,1882.515,732.0802
2008-08-23 02:04:00,-1,1848.1731,768.2529
2008-08-23 03:26:00,-1,1805.1722,748.68
2008-08-23 04:50:00,-1,1829.0059,732.1428
2008-08-23 04:52:00,-1,1770.3007,711.8079
2008-08-23 05:57:00,-1,1827.1249,741.2014
2008-08-23 05:57:00,-1,1825.4069,763.64
2008-08-23 05:58:00,-1,1810.8689,679.5659
2008-08-23 05:58:00,-1,1801.1735,753.7133
2008-08-23 09:24:00,-1,1732.4919,778.4373
2008-08-23 12:58:00,-1,1805.1722,757.1037
2008-08-23 13:02:00,-1,1660.6167,690.038
2008-08-23 15:10:00,-1,1789.9489,647.2282
2008-08-23 15:29:00,1,1660.6167,759.4872
2008-08-24 02:32:00,-1,1824.9624,744.0503
2008-08-24 04:00:00,-1,1777.7633,785.5426
2008-08-24 07:12:00,-1,1795.1019,753.6547
2008-08-24 07:14:00,-1,1871.4415,702.5985
2008-08-24 10:09:00,-1,1877.3975,740.4595
2008-08-24 10:14:00,-1,1795.6262,803.9097
2008-08-24 13:03:00,1,1830.7683,749.6408
2008-08-25 09:29:00,-1,1787.2954,616.1472
2008-08-27 00:46:00,-1,1747.3708,754.9704
2008-08-27 11:38:00,-1,1860.1034,784.4543
2008-08-27 12:22:00,-1,1848.1731,701.3177
2008-08-27 13:35:00,-1,1900.1544,813.1202
2008-08-27 14:18:00,-1,1787.1343,785.3684
2008-08-27 17:14:00,-1,1837.1822,690.3471
2008-08-27 22:48:00,-1,1753.205,802.4611
2008-08-27 22:58:00,-1,1795.6262,750.868
2008-08-28 03:03:00,-1,1717.4289,758.9631
2008-08-28 03:04:00,-1,1871.2326,709.5378
2008-08-28 03:29:00,-1,1803.9935,744.1361
2008-08-28 03:38:00,-1,1832.3214,781.5844
2008-08-28 03:45:00,-1,1870.0537,766.7332
2008-08-28 04:10:00,-1,1863.2137,724.0843
2008-08-28 04:20:00,-1,1838.012,788.1325
2008-08-28 04:54:00,-1,1875.3806,729.1587
2008-08-28 05:00:00,-1,1824.9624,728.0024
2008-08-28 06:15:00,-1,1865.0032,744.7048
2008-08-28 06:39:00,-1,1860.6086,800.6865
2008-08-28 06:56:00,-1,1777.7633,811.2332
2008-08-28 07:40:00,-1,1808.9068,750.2944
2008-08-28 07:51:00,-1,1827.9181,773.5535
2008-08-28 08:41:00,-1,1838.012,803.5339
2008-08-28 09:46:00,-1,1784.4188,749.9402
2008-08-28 09:49:00,-1,1744.551,703.7025
2008-08-28 10:15:00,-1,1759.3559,769.3171
2008-08-28 10:28:00,-1,1813.14,865.5526
2008-08-28 10:32:00,-1,1854.7706,664.1564
2008-08-28 11:19:00,-1,1796.8323,812.8688
2008-08-28 12:44:00,-1,1817.5571,751.7695
2008-08-28 14:48:00,-1,1767.4238,735.1954
2008-08-28 15:19:00,-1,1725.4839,675.9019
2008-08-28 16:01:00,-1,1725.4839,737.1228
2008-08-28 16:43:00,-1,1753.3566,699.0903
2008-08-28 16:52:00,-1,1697.1294,828.4183
2008-08-28 17:21:00,-1,1795.6262,784.2107
2008-08-28 17:27:00,-1,1794.6672,778.3338
2008-08-28 17:32:00,-1,1888.1251,795.9462
2008-08-28 18:05:00,-1,1882.515,754.3479
2008-08-28 18:10:00,-1,1660.6167,641.5862
2008-08-28 18:15:00,-1,1784.2011,748.0732
2008-08-28 18:25:00,-1,1812.6917,772.681
2008-08-28 18:47:00,-1,1906.6056,742.3405
2008-08-28 18:57:00,-1,1777.5048,748.4143
2008-08-28 20:20:00,-1,1770.3007,756.3569
2008-08-28 20:39:00,1,1803.2516,641.4075
2008-08-28 21:03:00,-1,1743.7621,795.0944
2008-08-28 21:52:00,-1,1879.8848,745.6198
2008-08-28 22:57:00,-1,1832.3214,757.4582
2008-08-28 23:40:00,-1,1831.4591,733.817
2008-08-28 23:42:00,-1,1814.5477,771.2991
2008-08-29 00:49:00,-1,1893.0435,748.4817
2008-08-29 01:06:00,-1,1697.1294,785.6371
2008-08-29 02:38:00,-1,1838.012,790.1214
2008-08-29 02:39:00,-1,1879.8848,752.7615
2008-08-29 03:27:00,-1,1810.8589,740.7274
2008-08-29 03:33:00,-1,1827.9181,720.9066
2008-08-29 03:46:00,-1,1847.4067,762.0235
2008-08-29 04:55:00,1,1762.7554,729.4385
2008-08-29 04:56:00,-1,1879.8848,735.6543
2008-08-29 05:16:00,-1,1743.2584,834.2252
2008-08-29 05:54:00,-1,1825.5244,761.3352
2008-08-29 05:54:00,-1,1778.933,713.6637
2008-08-29 05:57:00,-1,1870.7982,724.8634
2008-08-29 05:57:00,-1,1770.3007,730.0768
2008-08-29 06:35:00,-1,1752.1221,683.8262
2008-08-29 06:37:00,-1,1800.2195,740.7927
2008-08-29 06:40:00,-1,1745.6538,776.6501
2008-08-29 06:45:00,1,1764.543,701.3914
2008-08-29 06:54:00,-1,1827.4076,706.1614
2008-08-29 07:18:00,-1,1839.6873,735.0312
2008-08-29 07:22:00,-1,1804.0434,710.0026
